"gene","gene_name","dev_default","rank_default","dev_batch","rank_batch","d_diff","nSD_dev","r_diff","nSD_rank"
"ENSG00000145708","CRHBP",9501.30102059515,2038,9439.79578064399,2027,0.00651552654107958,-0.24098307222926,-11,-0.257403953685825
"ENSG00000145730","PAM",16388.3850261777,1217,16176.5428054541,1216,0.0130956424540998,-0.115458844158225,-1,-0.0234003594259841
"ENSG00000145741","BTF3",19019.075955645,849,18960.6861132785,819,0.00307952159629742,-0.306529313973818,-30,-0.702010782779522
"ENSG00000145824","CXCL14",25855.1601809945,335,25835.4931278556,310,0.000761241639226915,-0.350753504840733,-25,-0.585008985649602
"ENSG00000145864","GABRB2",14538.9552141823,1515,14127.4340379481,1544,0.0291292229805374,0.190402457587764,29,0.678610423353538
"ENSG00000145912","NHP2",19246.5864747819,824,19224.0897728264,795,0.00117023496151954,-0.342951427833943,-29,-0.678610423353538
"ENSG00000145920","CPLX2",32168.3524813533,157,30929.1824472874,165,0.0400647523153172,0.399011834146048,8,0.187202875407873
"ENSG00000145934","TENM2",9414.02157323297,2045,9007.36374660182,2043,0.0451472637356919,0.495967318082489,-2,-0.0468007188519682
"ENSG00000145990","GFOD1",12651.7901560798,1764,12483.3676184669,1758,0.0134917550103811,-0.107902484435432,-6,-0.140402156555904
"ENSG00000146122","DAAM2",17727.4136980657,1008,17296.4893668272,1037,0.0249139765937116,0.109991176718295,29,0.678610423353538
"ENSG00000146469","VIP",9732.36393701234,2024,9499.79388004536,2022,0.0244815898011745,0.101742838987051,-2,-0.0468007188519682
"ENSG00000146701","MDH2",17923.3193683985,984,17825.0920143544,955,0.00551062255190441,-0.260152916528981,-29,-0.678610423353538
"ENSG00000146938","NLGN4X",8973.28066911636,2054,8482.07848296062,2061,0.0579105919784283,0.739444324637435,7,0.163802515981889
"ENSG00000147123","NDUFB11",19958.6412218362,741,19669.1032552268,743,0.0147204457088028,-0.0844636189965634,2,0.0468007188519682
"ENSG00000147162","OGT",13377.1596680082,1654,13135.050388984,1666,0.0184323068320464,-0.013655063591012,12,0.280804313111809
"ENSG00000147224","PRPS1",13486.3869242202,1643,13364.2147856999,1633,0.00914173713004022,-0.190884705986353,-10,-0.234003594259841
"ENSG00000147403","RPL10",35260.8429522605,120,34383.6923628409,116,0.0255106572081711,0.121373631757846,-4,-0.0936014377039363
"ENSG00000147416","ATP6V1B2",20928.1336041975,646,20599.8867253096,649,0.0159344021287552,-0.0613058289909353,3,0.0702010782779522
"ENSG00000147533","GOLGA7",15388.7133686311,1373,15334.7975030342,1358,0.00351591637165554,-0.298204518782495,-15,-0.351005391389761
"ENSG00000147588","PMP2",22188.7471022436,550,22114.8420686625,515,0.00334187480749967,-0.301524586890978,-35,-0.819012579909443
"ENSG00000147604","RPL7",25117.640605492,359,24950.7280274857,345,0.00668968768456138,-0.237660722990356,-14,-0.327605031963777
"ENSG00000147642","SYBU",13031.5073798592,1702,12903.1171290913,1693,0.0099503282411138,-0.175459783935699,-9,-0.210603234833857
"ENSG00000147669","POLR2K",16297.7440723756,1237,16142.2255565305,1219,0.00963426730102631,-0.18148905546409,-18,-0.421206469667713
"ENSG00000147676","MAL2",14867.5277292601,1461,14500.8390962898,1485,0.0252874078896676,0.117114862042697,24,0.561608626223618
"ENSG00000147684","NDUFB9",22306.7691662943,532,21522.1324954123,565,0.0364571991669148,0.330193088372526,33,0.772211861057475
"ENSG00000148053","NTRK2",26967.4794060311,295,26817.575612965,279,0.00558975931417535,-0.258643280357308,-16,-0.374405750815745
"ENSG00000148180","GSN",29775.8350043839,207,29686.7185165642,190,0.00300189755799355,-0.308010092977813,-17,-0.397806110241729
"ENSG00000148303","RPL7A",25013.7950724621,370,24554.6012635693,368,0.0187009271282289,-0.00853078375031776,-2,-0.0468007188519682
"ENSG00000148334","PTGES2",13173.3918832977,1686,13150.5546950462,1664,0.00173659505481748,-0.332147375981179,-22,-0.51480790737165
"ENSG00000148341","SH3GLB2",18420.8177647688,913,18280.9289947917,897,0.00765216964722698,-0.219300133755623,-16,-0.374405750815745
"ENSG00000148468","FAM171A1",17211.9885401989,1077,16955.1385710671,1091,0.0151487979915477,-0.0762922447617058,14,0.327605031963777
"ENSG00000148660","CAMK2G",13495.4809229499,1641,13429.3672245856,1624,0.00492306876851738,-0.271361265452431,-17,-0.397806110241729
"ENSG00000148671","ADIRF",28757.1347467187,234,28665.4223862266,216,0.00319940725995256,-0.304242339764547,-18,-0.421206469667713
"ENSG00000148672","GLUD1",20762.7863004215,662,20690.066153935,634,0.00351473726306652,-0.29822701180502,-28,-0.655210063927554
"ENSG00000148700","ADD3",18403.5684669515,915,18150.6685761826,919,0.0139333650277121,-0.0994782017530828,4,0.0936014377039363
"ENSG00000148798","INA",15156.1097125094,1421,15050.5017124865,1405,0.00701690894033634,-0.231418553994775,-16,-0.374405750815745
"ENSG00000148826","NKX6-2",16279.313822429,1238,16202.5502626676,1211,0.00473774551023933,-0.274896546478853,-27,-0.63180970450157
"ENSG00000148943","LIN7C",10697.4974869849,1951,10599.7827786044,1948,0.00921855762721185,-0.189419255569527,-3,-0.0702010782779522
"ENSG00000149091","DGKZ",22537.715323598,512,22160.8245231863,510,0.0170070748052471,-0.0408432092636585,-2,-0.0468007188519682
"ENSG00000149269","PAK1",12708.9652198005,1754,12563.5704877887,1745,0.011572723864853,-0.144510487451009,-9,-0.210603234833857
"ENSG00000149273","RPS3",25185.456982599,356,25030.6621774613,339,0.00618420735497686,-0.247303414550035,-17,-0.397806110241729
"ENSG00000149294","NCAM1",22332.0620237595,530,21788.137261635,546,0.0249642617720359,0.110950431581888,16,0.374405750815745
"ENSG00000149313","AASDHPPT",13070.1369743744,1700,12998.720421904,1687,0.00549412174062768,-0.260467690862053,-13,-0.304204672537793
"ENSG00000149557","FEZ1",27789.9655515869,265,27699.6937570962,243,0.00325894557832717,-0.303106569277612,-22,-0.51480790737165
"ENSG00000149575","SCN2B",12149.8170819482,1818,11956.0253111802,1821,0.0162087119861497,-0.0560730134057906,3,0.0702010782779522
"ENSG00000149582","TMEM25",8955.99787483049,2055,8910.40030556683,2048,0.00511734239764496,-0.267655244517063,-7,-0.163802515981889
"ENSG00000149806","FAU",29212.4217247292,220,28683.6939346327,215,0.0184330439204056,-0.0136410026765032,-5,-0.11700179712992
"ENSG00000149809","TM7SF2",13549.1682132506,1628,13507.6280726367,1613,0.00307530977241482,-0.30660965996599,-15,-0.351005391389761
"ENSG00000149925","ALDOA",20297.4867790423,710,19612.95006983,746,0.0349022817462468,0.300531025952416,36,0.842412939335427
"ENSG00000149927","DOC2A",15186.1144518317,1411,15018.1211723478,1410,0.0111860383569981,-0.151887014023086,-1,-0.0234003594259841
"ENSG00000149970","CNKSR2",18248.7930390228,932,17778.3234851315,967,0.026463100094042,0.139542712608553,35,0.819012579909443
"ENSG00000150394","CDH8",10041.5158389882,2001,9884.41983453929,2003,0.0158932954162819,-0.0620899927381945,2,0.0468007188519682
"ENSG00000150459","SAP18",20892.846162586,650,20766.1417488973,626,0.00610149035967938,-0.248881348300796,-24,-0.561608626223618
"ENSG00000150625","GPM6A",32418.0274423383,154,29303.4791730691,197,0.106285955018325,1.6622669896947,43,1.00621545531732
"ENSG00000150656","CNDP1",20549.6679754495,676,20314.2524677571,670,0.0115886867147108,-0.144205975428318,-6,-0.140402156555904
"ENSG00000150672","DLG2",16363.6284108424,1222,16198.4109730472,1213,0.0101996077312823,-0.170704455003662,-9,-0.210603234833857
"ENSG00000150753","CCT5",15307.1916909439,1391,15245.9063492736,1371,0.00401978998600046,-0.288592477395677,-20,-0.468007188519682
"ENSG00000150867","PIP4K2A",19483.8565490521,799,19227.993948992,793,0.0133067755658146,-0.111431206770289,-6,-0.140402156555904
"ENSG00000150991","UBC",31161.5284828352,179,29823.2013832184,187,0.0448753667461666,0.490780531075065,8,0.187202875407873
"ENSG00000150995","ITPR1",10586.8319326985,1959,10347.5694456639,1964,0.0231225785234872,0.0758179398171161,5,0.11700179712992
"ENSG00000151150","ANK3",15471.3173343817,1361,15107.0602441196,1391,0.0241117122971619,0.0946869468438495,30,0.702010782779522
"ENSG00000151229","SLC2A13",9484.99605483807,2039,9444.93643322032,2026,0.00424138604859731,-0.284365245676854,-13,-0.304204672537793
"ENSG00000151366","NDUFC2",22228.0331705749,545,22046.173424532,522,0.00824903907544012,-0.20791407684933,-23,-0.538208266797634
"ENSG00000151502","VPS26B",13716.2681383429,1610,13623.4553281653,1597,0.0068127217318909,-0.235313689287358,-13,-0.304204672537793
"ENSG00000151552","QDPR",39081.1812554915,89,38850.3822710564,82,0.00594071334549111,-0.251948377949561,-7,-0.163802515981889
"ENSG00000151729","SLC25A4",20840.3271110558,656,20772.1042959503,624,0.00328434780287748,-0.302621988964724,-32,-0.74881150163149
"ENSG00000151778","SERP2",13501.7438187624,1639,13449.4883588893,1620,0.00388531210100568,-0.291157817114571,-19,-0.444606829093697
"ENSG00000151914","DST",17526.8196409795,1039,17316.8945515384,1034,0.0121225597820859,-0.134021655644898,-5,-0.11700179712992
"ENSG00000152082","MZT2B",23351.386086742,452,22766.9436252263,464,0.0256706596694026,0.124425885806411,12,0.280804313111809
"ENSG00000152092","ASTN1",14315.7213309723,1543,14106.0591073539,1548,0.0148632741450201,-0.0817389817044912,5,0.11700179712992
"ENSG00000152102","FAM168B",16487.8522394836,1203,16397.5511563024,1187,0.0055069859103031,-0.260222290174645,-16,-0.374405750815745
"ENSG00000152137","HSPB8",14310.9625152357,1545,14144.4804674308,1540,0.0117701069465394,-0.140745149683335,-5,-0.11700179712992
"ENSG00000152154","TMEM178A",15180.1107852999,1413,14963.8409875146,1423,0.0144528265146415,-0.0895688015204167,10,0.234003594259841
"ENSG00000152234","ATP5F1A",22839.6322163548,485,22702.9956551973,469,0.00601843753277126,-0.250465688474216,-16,-0.374405750815745
"ENSG00000152332","UHMK1",15348.2159814684,1382,15206.1424084331,1377,0.00934316996509074,-0.187042113931426,-5,-0.11700179712992
"ENSG00000152377","SPOCK1",25453.3868598563,345,25058.4859208255,337,0.015759169978525,-0.0646486090698326,-8,-0.187202875407873
"ENSG00000152413","HOMER1",9225.60666028147,2049,8726.61604506475,2055,0.0571803105166887,0.7255132605086,6,0.140402156555904
"ENSG00000152495","CAMK4",13309.2144278962,1665,13025.8383469622,1683,0.0217549207495035,0.0497280975386607,18,0.421206469667713
"ENSG00000152503","TRIM36",11274.5755924371,1900,11091.6476958721,1900,0.01649240055047,-0.0506612868466232,0,0
"ENSG00000152556","PFKM",16074.2032543334,1272,15981.0418388511,1257,0.00582949575013629,-0.254069997536415,-15,-0.351005391389761
"ENSG00000152583","SPARCL1",46137.847304724,63,44373.5974847457,63,0.0397589990440795,0.393179194742787,0,0
"ENSG00000152661","GJA1",27575.2309728255,273,27176.640277057,258,0.0146666656255163,-0.0854895436959711,-15,-0.351005391389761
"ENSG00000152767","FARP1",12521.203195891,1780,12292.6049570083,1783,0.0185964032588842,-0.010524711849446,3,0.0702010782779522
"ENSG00000152784","PRDM8",12424.9496203049,1789,12381.0684206615,1772,0.00354421752247268,-0.297664637698818,-17,-0.397806110241729
"ENSG00000152795","HNRNPDL",22961.6242172461,475,22619.4930246106,472,0.0151255022499074,-0.076736641186541,-3,-0.0702010782779522
"ENSG00000152932","RAB3C",19331.2970239604,815,19204.2873967042,797,0.00661360792163854,-0.239112042942611,-18,-0.421206469667713
"ENSG00000152969","JAKMIP1",11048.8254036122,1918,10999.5342700563,1908,0.00448120187144027,-0.279790448448432,-10,-0.234003594259841
"ENSG00000153130","SCOC",22363.5994153653,525,22153.8440638969,511,0.00946812439698659,-0.184658446407158,-14,-0.327605031963777
"ENSG00000153187","HNRNPU",18732.4265975024,877,18520.1159924532,868,0.011463783765486,-0.146588660853998,-9,-0.210603234833857
"ENSG00000153234","NR4A2",9833.29371177027,2016,8627.44795115394,2058,0.139768534964624,2.30099054063848,42,0.982815095891331
"ENSG00000153561","RMND5A",11503.6506271635,1881,11363.6219363951,1875,0.0123225404322873,-0.130206765895614,-6,-0.140402156555904
"ENSG00000153707","PTPRD",13477.8057680048,1646,13287.614466626,1646,0.0143134271284359,-0.0922280252450959,0,0
"ENSG00000153815","CMIP",12755.2922190116,1741,12328.1841588553,1777,0.03464484750169,0.295620134525247,36,0.842412939335427
"ENSG00000153820","SPHKAP",16097.7655195295,1268,15883.4078489076,1273,0.0134956976903844,-0.107827272711127,5,0.11700179712992
"ENSG00000153904","DDAH1",21032.9121546525,634,20689.6181926131,635,0.0165925711554177,-0.048750402900553,1,0.0234003594259841
"ENSG00000153956","CACNA2D1",14769.4611017326,1473,14244.0613548704,1524,0.0368855296093281,0.338364045974788,51,1.19341833072519
"ENSG00000154027","AK5",26005.973111162,326,25117.8460209909,334,0.0353584096912192,0.309232256895932,8,0.187202875407873
"ENSG00000154096","THY1",51602.2698273004,49,50345.190625203,47,0.0249692013574022,0.111044660566346,-2,-0.0468007188519682
"ENSG00000154118","JPH3",15832.5520078785,1308,15796.8014447441,1283,0.00226315202222406,-0.322102620274315,-25,-0.585008985649602
"ENSG00000154146","NRGN",63238.7145076259,34,61366.4669142586,32,0.0305092942043291,0.216729102488763,-2,-0.0468007188519682
"ENSG00000154229","PRKCA",22292.6040775263,535,21761.6640198511,548,0.0243979530789024,0.100147360253792,13,0.304204672537793
"ENSG00000154277","UCHL1",65410.5241697561,31,64992.8423165313,29,0.00642658234872298,-0.24267979782415,-2,-0.0468007188519682
"ENSG00000154518","ATP5MC3",22704.7138820806,497,22244.3180956407,501,0.0206972308371227,0.0295512934298735,4,0.0936014377039363
"ENSG00000154582","ELOC",17089.9759275645,1109,16986.0214504529,1085,0.00612000152094648,-0.248528223939543,-24,-0.561608626223618
"ENSG00000154640","BTG3",8452.59214479452,2068,8300.5941693377,2065,0.0183116982177379,-0.0159558290197539,-3,-0.0702010782779522
"ENSG00000154654","NCAM2",16415.8713312957,1213,16065.9752025319,1239,0.0217787046446257,0.0501818061230078,26,0.608409345075586
"ENSG00000154723","ATP5PF",23570.110046687,442,22962.7364955789,455,0.0264503993774912,0.139300430001064,13,0.304204672537793
"ENSG00000154917","RAB6B",24272.2046308896,409,23870.7296373059,404,0.0168187147893572,-0.0444364203721822,-5,-0.11700179712992
"ENSG00000155093","PTPRN2",18443.276356157,911,18252.6762117049,902,0.0104423122528081,-0.166074552108851,-9,-0.210603234833857
"ENSG00000155096","AZIN1",15722.8489743404,1331,15623.0317558377,1317,0.00638910680479545,-0.243394692331363,-14,-0.327605031963777
"ENSG00000155097","ATP6V1C1",16516.7568886564,1199,16382.9526586062,1189,0.0081672841787756,-0.209473657323366,-10,-0.234003594259841
"ENSG00000155265","GOLGA7B",12964.5860598062,1711,12869.0865033047,1696,0.00742084968322678,-0.223712861479931,-15,-0.351005391389761
"ENSG00000155368","DBI",30916.8792901092,183,30877.2801917144,166,0.00128246717809839,-0.340810453033957,-17,-0.397806110241729
"ENSG00000155506","LARP1",16080.1216994608,1270,15962.3221032306,1259,0.00737985334892916,-0.224494919620619,-11,-0.257403953685825
"ENSG00000155511","GRIA1",22213.3691821424,547,21175.088166388,589,0.0490331377888932,0.570095395362129,42,0.982815095891331
"ENSG00000155849","ELMO1",12889.6378130283,1720,12747.6521942247,1715,0.0111381779672261,-0.152800012906497,-5,-0.11700179712992
"ENSG00000155876","RRAGA",15765.0835722148,1321,15718.1175364961,1302,0.00298801911931225,-0.308274842159336,-19,-0.444606829093697
"ENSG00000155886","SLC24A2",16850.4475304402,1149,16479.4655729054,1178,0.022511771142916,0.064165998428882,29,0.678610423353538
"ENSG00000155970","MICU3",11316.074991445,1895,11240.7546602662,1887,0.00670064719453632,-0.237451656152047,-8,-0.187202875407873
"ENSG00000155980","KIF5A",22181.4335295041,551,21962.4273917992,528,0.00997185483179444,-0.175049136355336,-23,-0.538208266797634
"ENSG00000156011","PSD3",19117.1757888004,836,18682.6492040991,852,0.023258295970467,0.0784069257853122,16,0.374405750815745
"ENSG00000156052","GNAQ",17816.8763959623,998,17363.9675024714,1026,0.0260832608346246,0.132296787086921,28,0.655210063927554
"ENSG00000156076","WIF1",12302.5138335598,1802,12254.3078197751,1789,0.00393380144302233,-0.290232820153002,-13,-0.304204672537793
"ENSG00000156261","CCT8",14960.4293878418,1450,14912.2074164457,1431,0.00323372456198898,-0.303587692809304,-19,-0.444606829093697
"ENSG00000156298","TSPAN7",33128.8279400612,146,32257.2963345404,143,0.0270181231707123,0.150130496194978,-3,-0.0702010782779522
"ENSG00000156299","TIAM1",14738.0948443647,1480,14465.2381480241,1489,0.0188629245884813,-0.00544047251318444,9,0.210603234833857
"ENSG00000156411","ATP5MPL",27142.9187906747,288,26297.9844212415,291,0.0321292444279762,0.247631749801471,3,0.0702010782779522
"ENSG00000156467","UQCRB",27498.5724279828,276,26545.7376879933,284,0.035894076525153,0.319450795098237,8,0.187202875407873
"ENSG00000156482","RPL30",35361.3823968467,118,34845.5169973257,110,0.0148043548775757,-0.0828629429936586,-8,-0.187202875407873
"ENSG00000156508","EEF1A1",48905.9033127746,57,47838.1258917544,53,0.0223206365449247,0.060519858575473,-4,-0.0936014377039363
"ENSG00000156515","HK1",17684.0263056681,1011,17462.6045934526,1015,0.0126797644091751,-0.123392256160523,4,0.0936014377039363
"ENSG00000156642","NPTN",27499.6225936572,275,26841.1794384357,278,0.0245310813085436,0.102686953549877,3,0.0702010782779522
"ENSG00000156735","BAG4",10317.6335441566,1982,10201.0020194606,1980,0.0114333400261545,-0.147169414586865,-2,-0.0468007188519682
"ENSG00000156976","EIF4A2",25593.4545152888,340,25094.7741706545,335,0.0198718801469574,0.0138066607151367,-5,-0.11700179712992
"ENSG00000157005","SST",64230.9384471336,32,63802.0707939067,30,0.00672184535533685,-0.237047273796753,-2,-0.0468007188519682
"ENSG00000157064","NMNAT2",13662.2006810505,1614,13571.3153182567,1604,0.0066968720910523,-0.237523671137343,-10,-0.234003594259841
"ENSG00000157087","ATP2B2",16824.6123301174,1153,16478.6986874518,1179,0.0209915630612864,0.035166061577266,26,0.608409345075586
"ENSG00000157103","SLC6A1",23119.8718873358,465,22899.3679096759,459,0.00962926044638804,-0.181584567696981,-6,-0.140402156555904
"ENSG00000157152","SYN2",30805.3039392653,186,30458.9775126549,174,0.0113702577989198,-0.148372789722395,-12,-0.280804313111809
"ENSG00000157404","KIT",14887.9461842408,1458,14441.969413126,1492,0.0308806062634006,0.223812360626541,34,0.795612220483459
"ENSG00000157782","CABP1",18689.7182321438,883,18474.5983400052,875,0.0116440903439205,-0.143149079488974,-8,-0.187202875407873
"ENSG00000157827","FMNL2",17474.8894843687,1046,17227.9436238741,1053,0.014334029985585,-0.0918349990774895,7,0.163802515981889
"ENSG00000158050","DUSP2",10214.2948818932,1991,8754.5818729038,2053,0.166737033267958,2.81544955268456,62,1.45082228441101
"ENSG00000158106","RHPN1",11358.4295774396,1891,11290.3135488527,1884,0.00603313878681662,-0.250185243024605,-7,-0.163802515981889
"ENSG00000158109","TPRG1L",16648.2152241825,1174,16481.2363292662,1177,0.0101314544358421,-0.172004567328994,3,0.0702010782779522
"ENSG00000158258","CLSTN2",19403.8830775849,808,18935.5936264093,823,0.0247306453874508,0.106493896662532,15,0.351005391389761
"ENSG00000158301","GPRASP2",11102.9730984776,1911,11046.628579851,1903,0.00510060768490476,-0.267974480823303,-8,-0.187202875407873
"ENSG00000158560","DYNC1I1",18180.4603364971,946,17992.8149752565,937,0.0104289051767928,-0.166330309437409,-9,-0.210603234833857
"ENSG00000158747","NBL1",19802.5918270672,762,19557.7858293526,751,0.0125170609725779,-0.126496034810221,-11,-0.257403953685825
"ENSG00000158828","PINK1",20078.8156722462,732,19934.9448019625,713,0.00721701874336611,-0.22760120048812,-19,-0.444606829093697
"ENSG00000158856","DMTN",19274.0850240726,821,18959.8597452197,820,0.0165731858291938,-0.0491202030898398,-1,-0.0234003594259841
"ENSG00000158864","NDUFS2",17152.6413085547,1090,17138.8765673523,1064,0.000803129723717455,-0.34995443541087,-26,-0.608409345075586
"ENSG00000158985","CDC42SE2",14438.3937087383,1529,14326.3637401236,1514,0.00781984672781264,-0.216101476409166,-15,-0.351005391389761
"ENSG00000159082","SYNJ1",16075.3961545397,1271,15866.2268829693,1275,0.0131833026915088,-0.113786611665858,4,0.0936014377039363
"ENSG00000159164","SV2A",19543.3463101589,793,19165.9367747473,800,0.0196916821675451,0.0103691510170282,7,0.163802515981889
"ENSG00000159176","CSRP1",30262.4043440364,196,30120.6765951871,181,0.00470533085143184,-0.275514898051801,-15,-0.351005391389761
"ENSG00000159199","ATP5MC1",20582.554973963,673,20326.3934657225,669,0.0126024082271421,-0.124867925459449,-4,-0.0936014377039363
"ENSG00000159228","CBR1",25112.1622717897,361,24956.1000394879,343,0.00625347037617406,-0.245982132769505,-18,-0.421206469667713
"ENSG00000159335","PTMS",25188.5643206631,355,24905.8724445645,349,0.0113504104996835,-0.148751402644851,-6,-0.140402156555904
"ENSG00000159363","ATP13A2",15239.8862482314,1405,15110.8143869096,1389,0.00854168796048436,-0.202331420574485,-16,-0.374405750815745
"ENSG00000159377","PSMB4",18608.428935585,892,18551.8173144858,864,0.0030515404577109,-0.307063090409986,-28,-0.655210063927554
"ENSG00000159388","BTG2",18311.2849336128,926,14050.6570558497,1558,0.303233354911988,5.41929356324369,632,14.7890271572219
"ENSG00000159409","CELF3",10969.5295268042,1926,10854.6488549601,1928,0.0105835456659367,-0.163380341946729,2,0.0468007188519682
"ENSG00000159685","CHCHD6",16060.963125326,1277,15919.5389592046,1265,0.00888368479036092,-0.195807388378023,-12,-0.280804313111809
"ENSG00000159692","CTBP1",16588.0129615126,1188,16578.8418327116,1154,0.000553182718886919,-0.354722498049089,-34,-0.795612220483459
"ENSG00000159713","TPPP3",20070.0232742313,733,20012.2796474634,710,0.00288540974766694,-0.310232248736802,-23,-0.538208266797634
"ENSG00000159720","ATP6V0D1",21690.9231421782,581,21604.227703739,562,0.0040128922740486,-0.288724060179272,-19,-0.444606829093697
"ENSG00000159753","CARMIL2",13332.8611841524,1660,13192.9515514088,1658,0.0106048773239541,-0.162973412959231,-2,-0.0468007188519682
"ENSG00000159842","ABR",20943.1184907577,644,20678.5885724178,636,0.0127924552206964,-0.121242533068422,-8,-0.187202875407873
"ENSG00000160007","ARHGAP35",15189.5931659099,1410,15057.3381870653,1403,0.00878342355080103,-0.197720001296634,-7,-0.163802515981889
"ENSG00000160014","CALM3",49895.5194377129,54,49074.077402168,50,0.0167388177023295,-0.0459605607227234,-4,-0.0936014377039363
"ENSG00000160075","SSU72",16145.1990387705,1255,16136.3134610483,1220,0.000550657233060401,-0.354770674960114,-35,-0.819012579909443
"ENSG00000160131","VMA21",12939.4789994338,1714,12835.1147535527,1700,0.00813115019888736,-0.210162959760065,-14,-0.327605031963777
"ENSG00000160145","KALRN",13279.6003074796,1668,13199.4957477672,1655,0.0060687590831622,-0.249505739766373,-13,-0.304204672537793
"ENSG00000160213","CSTB",16959.9947692026,1128,16926.2419053754,1093,0.00199411446533663,-0.327234859903041,-35,-0.819012579909443
"ENSG00000160307","S100B",68520.8259716749,29,68106.3913201296,25,0.00608510660324391,-0.24919388966126,-4,-0.0936014377039363
"ENSG00000160408","ST6GALNAC6",16055.9441809096,1280,16046.3757350258,1247,0.000596299503500968,-0.353899989573991,-33,-0.772211861057475
"ENSG00000160445","ZER1",13998.685669142,1588,13917.6585229602,1571,0.00582189497235132,-0.254214992210796,-17,-0.397806110241729
"ENSG00000160460","SPTBN4",10838.3039757481,1939,10716.9406822038,1939,0.0113244345698189,-0.14924692712919,0,0
"ENSG00000160678","S100A1",22562.6091892077,509,22519.2034274549,480,0.00192749987328167,-0.328505619469665,-29,-0.678610423353538
"ENSG00000160714","UBE2Q1",12073.185456807,1827,11998.9091042701,1812,0.00619025878864596,-0.247187975620071,-15,-0.351005391389761
"ENSG00000160781","PAQR6",27360.8035182385,284,26957.0243932242,270,0.0149786237206458,-0.0795385392457058,-14,-0.327605031963777
"ENSG00000160932","LY6E",25906.064620772,332,25797.2012708627,314,0.00421996745950358,-0.284773832987154,-18,-0.421206469667713
"ENSG00000161016","RPL8",26604.2666047055,304,25926.3052380788,306,0.0261495558430378,0.133561450181923,2,0.0468007188519682
"ENSG00000161082","CELF5",12279.9066401132,1804,12057.7656101832,1802,0.0184230675161172,-0.0138313155013499,-2,-0.0468007188519682
"ENSG00000161091","MFSD12",13997.9665406385,1589,13907.0767824642,1572,0.00653550416064995,-0.24060197327775,-17,-0.397806110241729
"ENSG00000161203","AP2M1",27814.034406576,264,27801.7147956501,236,0.000443124138794848,-0.356822007919624,-28,-0.655210063927554
"ENSG00000161281","COX7A1",16944.019261163,1131,16537.0045987751,1167,0.0246123570902386,0.104237394285724,36,0.842412939335427
"ENSG00000161960","EIF4A1",19542.6927220565,794,19458.6247014924,766,0.0043203474990532,-0.282858953804969,-28,-0.655210063927554
"ENSG00000161970","RPL26",34210.2130325726,134,33229.6065494604,132,0.0295100238894686,0.19766672781859,-2,-0.0468007188519682
"ENSG00000162065","TBC1D24",9676.93316599367,2025,9594.69670984669,2015,0.00857103237693594,-0.201771637848471,-10,-0.234003594259841
"ENSG00000162188","GNG3",28368.1213949703,249,28163.4955366752,231,0.00726564137000098,-0.226673660949941,-18,-0.421206469667713
"ENSG00000162244","RPL29",26276.4256719794,316,26021.9662960064,301,0.00977863752025865,-0.178735006665386,-15,-0.351005391389761
"ENSG00000162374","ELAVL4",10810.1952379131,1943,10639.5919081491,1946,0.0160347625394676,-0.059391324254229,3,0.0702010782779522
"ENSG00000162378","ZYG11B",13118.3653078004,1694,12953.7316028416,1690,0.0127093651471604,-0.12282758376948,-4,-0.0936014377039363
"ENSG00000162407","PLPP3",18669.9747766633,885,18582.2222614744,862,0.00472239078588387,-0.275189457720454,-23,-0.538208266797634
"ENSG00000162517","PEF1",12680.1795737761,1759,12641.6846723096,1731,0.00304507685995113,-0.307186391903467,-28,-0.655210063927554
"ENSG00000162545","CAMK2N1",35582.5811355326,114,34795.1782537146,111,0.0226296550653236,0.0664147868328859,-3,-0.0702010782779522
"ENSG00000162616","DNAJB4",10439.7727044415,1973,9943.44348978228,1999,0.0499152245566893,0.586922342194507,26,0.608409345075586
"ENSG00000162704","ARPC5",16184.4361476997,1248,15955.1897237218,1260,0.0143681415230719,-0.0911842773473624,12,0.280804313111809
"ENSG00000162706","CADM3",16606.3881023267,1184,16219.8898986453,1209,0.0238286576602312,0.089287313270169,25,0.585008985649602
"ENSG00000162729","IGSF8",17424.0045059979,1051,16836.9342150691,1113,0.0348680040813698,0.299877135127296,62,1.45082228441101
"ENSG00000162734","PEA15",27353.3729097215,286,26900.7686144224,276,0.0168249577469847,-0.0443173278748108,-10,-0.234003594259841
"ENSG00000162772","ATF3",7884.1606601162,2074,6775.3742946528,2081,0.163649463076669,2.75655015486243,7,0.163802515981889
"ENSG00000162783","IER5",8408.30210503755,2069,8064.29065835428,2069,0.042658612053731,0.448493066041167,0,0
"ENSG00000162910","MRPL55",14731.700079873,1482,14629.8846607832,1468,0.00695941365571235,-0.232515350968498,-14,-0.327605031963777
"ENSG00000162951","LRRTM1",10464.3080377668,1969,10410.5537149081,1960,0.0051634451279641,-0.266775775262756,-9,-0.210603234833857
"ENSG00000162975","KCNF1",11815.1009526742,1858,11537.0546114802,1860,0.0241002882067766,0.0944690175328808,2,0.0468007188519682
"ENSG00000162989","KCNJ3",12206.865650177,1811,11960.4655470227,1819,0.0206012134047447,0.0277196366262647,8,0.187202875407873
"ENSG00000163032","VSNL1",27973.2215903528,259,27153.2464820567,262,0.0301980504923427,0.210791725821621,3,0.0702010782779522
"ENSG00000163041","H3F3A",22221.4820765914,546,22198.205449805,504,0.00104858146479337,-0.345272125747254,-42,-0.982815095891331
