"gene","gene_name","dev_default","rank_default","dev_batch","rank_batch","d_diff","nSD_dev","r_diff","nSD_rank","nSD.bin_dev","nSD.bin_rank"
"ENSG00000171476","HOPX",45319.5843800947,180,39359.4331480562,253,0.151428787340978,1.8068099111334,73,0.979119830894324,"[0,5)","[0,6)"
"ENSG00000163453","IGFBP7",36826.7976131991,358,36393.7365953412,328,0.0118993282463155,-0.316089177549182,-30,-0.402378012696297,"[0,5)","[0,6)"
"ENSG00000145242","EPHA5",14928.9111271537,2161,14752.4883047778,2151,0.0119588518717042,-0.315183543348972,-10,-0.134126004232099,"[0,5)","[0,6)"
"ENSG00000018189","RUFY3",26132.664540475,994,25977.8289416456,957,0.00596029788236876,-0.406449752506525,-37,-0.496266215658767,"[0,5)","[0,6)"
"ENSG00000132463","GRSF1",22401.0214371117,1457,22370.5938418847,1392,0.00136016037133684,-0.476439472192594,-65,-0.871819027508644,"[0,5)","[0,6)"
"ENSG00000173542","MOB1B",17021.5716400758,2005,16628.6517097311,2003,0.0236290913540977,-0.137624331676888,-2,-0.0268252008464198,"[0,5)","[0,6)"
"ENSG00000169116","PARM1",16591.2611518379,2042,15585.1649336241,2098,0.0645547366677683,0.485047150774675,56,0.751105623699755,"[0,5)","[0,6)"
"ENSG00000138757","G3BP2",30741.990407564,629,30312.4291282298,601,0.0141711268838621,-0.281524439116088,-28,-0.375552811849878,"[0,5)","[0,6)"
"ENSG00000138760","SCARB2",27305.0361268732,887,25856.8119657693,970,0.0560093859606974,0.355032189445208,83,1.11324583512642,"[0,5)","[0,6)"
"ENSG00000118816","CCNI",26458.4859972756,967,25936.4328669754,962,0.0201281777250432,-0.190889687974399,-5,-0.0670630021160496,"[0,5)","[0,6)"
"ENSG00000152784","PRDM8",17527.7892218603,1971,16758.5841172123,1995,0.0458991701964835,0.201208273180524,24,0.321902410157038,"[0,5)","[0,6)"
"ENSG00000152795","HNRNPDL",33370.9433379713,481,32673.6821599628,469,0.0213401469291064,-0.17244993815016,-12,-0.160951205078519,"[0,5)","[0,6)"
"ENSG00000145284","SCD5",36012.3294300633,394,35382.9638419625,361,0.0177872489967726,-0.226506220111495,-33,-0.442615813965927,"[0,5)","[0,6)"
"ENSG00000138663","COPS4",18304.3309945006,1897,18136.575766955,1875,0.00924955348248888,-0.356404709966786,-22,-0.295077209310618,"[0,5)","[0,6)"
"ENSG00000109339","MAPK10",24682.7405175958,1158,24516.8283123998,1115,0.00676727850282881,-0.394171783145252,-43,-0.576741818198026,"[0,5)","[0,6)"
"ENSG00000152583","SPARCL1",64141.5923498136,68,63250.0708178552,57,0.0140951863046243,-0.28267985237078,-11,-0.147538604655309,"[0,5)","[0,6)"
"ENSG00000118785","SPP1",63530.020458597,72,57528.3709997789,73,0.104325037447024,1.09014041085557,1,0.0134126004232099,"[0,5)","[0,6)"
"ENSG00000177432","NAP1L5",24322.4131965193,1200,24077.0256491225,1170,0.0101917716487412,-0.342069141697148,-30,-0.402378012696297,"[0,5)","[0,6)"
"ENSG00000145335","SNCA",36362.9604593419,376,35373.9510700713,362,0.0279586916177825,-0.0717507554889333,-14,-0.187776405924939,"[0,5)","[0,6)"
"ENSG00000138698","RAP1GDS1",23007.5210545148,1376,22731.0922850482,1346,0.0121608221021771,-0.31211062655424,-30,-0.402378012696297,"[0,5)","[0,6)"
"ENSG00000168785","TSPAN5",20298.9875602726,1680,20155.5823633975,1650,0.00711491210175,-0.388882641661198,-30,-0.402378012696297,"[0,5)","[0,6)"
"ENSG00000164032","H2AFZ",27618.885578412,862,27127.260349283,837,0.018122922211789,-0.221399052299928,-25,-0.335315010580248,"[0,5)","[0,6)"
"ENSG00000138814","PPP3CA",43950.6040560089,199,40413.9216686432,227,0.0875114871643281,0.834327259967935,28,0.375552811849878,"[0,5)","[0,6)"
"ENSG00000109332","UBE2D3",25193.7775036209,1082,25172.8745524324,1039,0.000830376012280404,-0.484499983143734,-43,-0.576741818198026,"[0,5)","[0,6)"
"ENSG00000109475","RPL34",56079.5695935956,94,54370.7504510666,79,0.0314290152030722,-0.018950817580144,-15,-0.201189006348149,"[0,5)","[0,6)"
"ENSG00000145362","ANK2",31972.4002943685,554,31768.8611886941,511,0.0064068744694822,-0.399655222978772,-43,-0.576741818198026,"[0,5)","[0,6)"
"ENSG00000145349","CAMK2D",20126.6310322349,1707,19479.5973813279,1731,0.0332159663385673,0.00823711077331691,24,0.321902410157038,"[0,5)","[0,6)"
"ENSG00000174607","UGT8",26227.9130146854,990,23345.5053624173,1264,0.123467348747496,1.38138496579562,274,3.67505251595952,"[0,5)","[0,6)"
"ENSG00000269893","SNHG8",28190.8192735492,820,27602.8561200606,806,0.0213008085442753,-0.17304845993796,-14,-0.187776405924939,"[0,5)","[0,6)"
"ENSG00000164112","TMEM155",14201.2341712155,2218,13416.40449286,2239,0.0584977650884892,0.392892135416203,21,0.281664608887408,"[0,5)","[0,6)"
"ENSG00000109390","NDUFC1",28749.2098769621,773,28322.9676893846,747,0.0150493476620111,-0.268162572011524,-26,-0.348727611003458,"[0,5)","[0,6)"
"ENSG00000153130","SCOC",32601.0975244762,522,31759.2779581296,513,0.0265062564538296,-0.0938491231450019,-9,-0.120713403808889,"[0,5)","[0,6)"
"ENSG00000109436","TBC1D9",12897.8875016338,2278,12860.8643207068,2264,0.00287874749346004,-0.453334622230742,-14,-0.187776405924939,"[0,5)","[0,6)"
"ENSG00000145425","RPS3A",44716.6456830743,188,43372.6168148844,175,0.0309879589217825,-0.0256613573018827,-13,-0.174363805501729,"[0,5)","[0,6)"
"ENSG00000109670","FBXW7",20918.7548138994,1615,20130.8981640195,1655,0.0391366864737335,0.0983191010629925,40,0.536504016928396,"[0,5)","[0,6)"
"ENSG00000109654","TRIM2",34518.9330571148,447,33123.2250232698,446,0.042136840022809,0.143965542155546,-1,-0.0134126004232099,"[0,5)","[0,6)"
"ENSG00000061918","GUCY1B1",21752.6333668491,1521,21684.0010573341,1476,0.00316511280983433,-0.448977659385005,-45,-0.603567019044446,"[0,5)","[0,6)"
"ENSG00000109738","GLRB",19128.8621129303,1813,19075.8255059545,1782,0.00278030468244643,-0.454832400227906,-31,-0.415790613119507,"[0,5)","[0,6)"
"ENSG00000120251","GRIA2",38015.2995273071,326,36456.2395820036,323,0.0427652430195546,0.153526506254255,-3,-0.0402378012696297,"[0,5)","[0,6)"
"ENSG00000164124","TMEM144",39972.0584532158,273,35143.7617581109,375,0.137387019873892,1.59316860876768,102,1.36808524316741,"[0,5)","[0,6)"
"ENSG00000109756","RAPGEF2",16658.667227271,2033,16539.7725103282,2015,0.00718841307330564,-0.387764346309484,-18,-0.241426807617778,"[0,5)","[0,6)"
"ENSG00000109466","KLHL2",27056.9712187426,908,26194.8658625621,933,0.0329112338541365,0.00360069694581712,25,0.335315010580248,"[0,5)","[0,6)"
"ENSG00000052802","MSMO1",22471.0694710526,1447,22366.3016338668,1393,0.00468418243216296,-0.425865468326492,-54,-0.724280422853335,"[0,5)","[0,6)"
"ENSG00000109472","CPE",55234.5733757082,98,53657.7265954342,85,0.0293871336026415,-0.0500174368939273,-13,-0.174363805501729,"[0,5)","[0,6)"
"ENSG00000196104","SPOCK3",31067.8344577756,609,30164.0333478383,613,0.0299628733172074,-0.0412577289204221,4,0.0536504016928396,"[0,5)","[0,6)"
"ENSG00000164106","SCRG1",31169.7026293874,596,31059.4393104364,557,0.00355007435417392,-0.443120584348959,-39,-0.523091416505187,"[0,5)","[0,6)"
"ENSG00000150625","GPM6A",44828.2228022243,186,42806.6825500621,182,0.0472248754571926,0.221378483171173,-4,-0.0536504016928396,"[0,5)","[0,6)"
"ENSG00000151729","SLC25A4",30562.273997431,642,30276.3173171958,605,0.00944489639341825,-0.353432625861513,-37,-0.496266215658767,"[0,5)","[0,6)"
"ENSG00000073578","SDHA",20596.1966884369,1656,20514.3864120526,1614,0.00398794654351428,-0.43645848963619,-42,-0.563329217774816,"[0,5)","[0,6)"
"ENSG00000249915","PDCD6",24325.3089226118,1199,24288.7075143527,1149,0.00150693108051908,-0.474206399644402,-50,-0.670630021160496,"[0,5)","[0,6)"
"ENSG00000171368","TPPP",33373.6211292839,480,30711.0208553889,579,0.0866985270998472,0.821958315149974,99,1.32784744189778,"[0,5)","[0,6)"
"ENSG00000153395","LPCAT1",14593.761996334,2189,14326.0909569409,2182,0.0186841644519496,-0.212859919073886,-7,-0.0938882029624694,"[0,5)","[0,6)"
"ENSG00000145494","NDUFS6",27545.935425179,867,27369.8182429237,826,0.00643472238990134,-0.399231525178586,-41,-0.549916617351606,"[0,5)","[0,6)"
"ENSG00000133398","MED10",18085.4010368895,1920,17934.1227421749,1898,0.00843522133139265,-0.36879453067321,-22,-0.295077209310618,"[0,5)","[0,6)"
"ENSG00000215218","UBE2QL1",27355.727233547,881,26801.3577204856,876,0.0206843816959911,-0.182427210511157,-5,-0.0670630021160496,"[0,5)","[0,6)"
"ENSG00000145545","SRD5A1",12014.0388959276,2298,11995.4018046258,2290,0.00155368628790667,-0.473495033114364,-8,-0.107300803385679,"[0,5)","[0,6)"
"ENSG00000112902","SEMA5A",23191.3120773314,1345,22457.4767684026,1384,0.0326766589362039,3.1709559655072e-05,39,0.523091416505187,"[0,5)","[0,6)"
"ENSG00000150753","CCT5",22453.1649550238,1449,22380.6013326304,1390,0.00324225526003191,-0.447803960022262,-59,-0.791343424969385,"[0,5)","[0,6)"
"ENSG00000145495","MARCH6",25573.2602184759,1048,25341.9322412781,1017,0.0091282691073193,-0.358250015547339,-31,-0.415790613119507,"[0,5)","[0,6)"
"ENSG00000164236","ANKRD33B",13367.1346378867,2259,12903.9868192908,2262,0.0358918390945297,0.0489497163544035,3,0.0402378012696297,"[0,5)","[0,6)"
"ENSG00000169862","CTNND2",26830.4966112296,930,26682.5144491535,891,0.00554603511442049,-0.412752636917163,-39,-0.523091416505187,"[0,5)","[0,6)"
"ENSG00000038382","TRIO",15991.6029728476,2084,15730.8950008839,2081,0.0165729904083084,-0.244980802236311,-3,-0.0402378012696297,"[0,5)","[0,6)"
"ENSG00000176788","BASP1",48147.1574445211,150,47982.7897108766,117,0.00342555600945504,-0.445015093811284,-33,-0.442615813965927,"[0,5)","[0,6)"
"ENSG00000286961","AC091938.1",16347.95343329,2059,14160.5362999489,2198,0.154472760565505,1.85312305551347,139,1.86435145882618,"[0,5)","[0,6)"
"ENSG00000113387","SUB1",35174.4850708683,418,34610.7039701347,392,0.016289212181874,-0.249298403280524,-26,-0.348727611003458,"[0,5)","[0,6)"
"ENSG00000164187","LMBRD2",18157.8486900435,1913,17883.2718185321,1907,0.0153538387325076,-0.263529831225003,-6,-0.0804756025392595,"[0,5)","[0,6)"
"ENSG00000079215","SLC1A3",41173.6731396725,247,40558.4542111613,223,0.015168697635964,-0.266346697768315,-24,-0.321902410157038,"[0,5)","[0,6)"
"ENSG00000145592","RPL37",60491.6513443026,78,58913.337803601,70,0.0267904281024311,-0.0895255362999013,-8,-0.107300803385679,"[0,5)","[0,6)"
"ENSG00000083720","OXCT1",21562.7608077971,1551,21514.3284232494,1503,0.00225116878365494,-0.462883045049596,-48,-0.643804820314076,"[0,5)","[0,6)"
"ENSG00000250722","SELENOP",50408.5292721855,130,45918.6126859472,137,0.0977798832239634,0.990557842231159,7,0.0938882029624694,"[0,5)","[0,6)"
"ENSG00000112972","HMGCS1",28395.02094952,801,27839.4395459737,782,0.0199566303275883,-0.193499730442033,-19,-0.254839408040988,"[0,5)","[0,6)"
"ENSG00000164172","MOCS2",20051.0026267697,1715,20007.5965470879,1668,0.00216947995625477,-0.464125916184972,-47,-0.630392219890866,"[0,5)","[0,6)"
"ENSG00000145632","PLK2",24697.3670947297,1153,24380.579250968,1136,0.0129934502581245,-0.29944243759299,-17,-0.228014207194568,"[0,5)","[0,6)"
"ENSG00000152932","RAB3C",27648.8218166546,859,26899.0340998446,864,0.0278741502028268,-0.0730370278928389,5,0.0670630021160496,"[0,5)","[0,6)"
"ENSG00000112851","ERBIN",20802.99716185,1632,19524.5805360245,1725,0.0654772902017911,0.499083527532282,93,1.24737183935852,"[0,5)","[0,6)"
"ENSG00000273841","TAF9",16942.0595487706,2010,16828.3184890225,1991,0.00675890819527491,-0.394299134877234,-19,-0.254839408040988,"[0,5)","[0,6)"
"ENSG00000164326","CARTPT",21754.7441325719,1520,19844.2558307154,1689,0.0962741217485885,0.967648130657791,169,2.26672947152248,"[0,5)","[0,6)"
"ENSG00000131711","MAP1B",47184.3160661485,156,46065.5290874826,135,0.0242868583261298,-0.12761660345553,-21,-0.281664608887408,"[0,5)","[0,6)"
"ENSG00000145741","BTF3",28251.6049304987,815,28044.4619334825,769,0.00738623538249799,-0.384754538899419,-46,-0.616979619467656,"[0,5)","[0,6)"
"ENSG00000171617","ENC1",78431.7870111456,41,70580.1900688275,42,0.111243635567735,1.19540481695819,1,0.0134126004232099,"[0,5)","[0,6)"
"ENSG00000113161","HMGCR",20753.7767439236,1638,20396.2437082732,1630,0.0175293569131721,-0.230429971216145,-8,-0.107300803385679,"[0,5)","[0,6)"
"ENSG00000145708","CRHBP",15988.2425461568,2085,15643.899912291,2092,0.0220113038178725,-0.162238486340846,7,0.0938882029624694,"[0,5)","[0,6)"
"ENSG00000171530","TBCA",27929.5945855898,838,27654.8275766696,796,0.00993558929841233,-0.345966879720204,-42,-0.563329217774816,"[0,5)","[0,6)"
"ENSG00000085365","SCAMP1",20804.8076842979,1631,20682.691539535,1596,0.00590426756254131,-0.407302237104917,-35,-0.469441014812347,"[0,5)","[0,6)"
"ENSG00000152413","HOMER1",13591.4164260136,2249,13142.4585583183,2250,0.0341608737591292,0.0226135952448827,1,0.0134126004232099,"[0,5)","[0,6)"
"ENSG00000186468","RPS23",52108.0989799455,115,50234.8875070007,106,0.0372890547965046,0.0702079363723209,-9,-0.120713403808889,"[0,5)","[0,6)"
"ENSG00000174695","TMEM167A",21143.2669054423,1600,21107.5397057402,1551,0.00169262738339945,-0.471381085802334,-49,-0.657217420737286,"[0,5)","[0,6)"
"ENSG00000164176","EDIL3",42783.2296648913,215,41917.9716188249,195,0.0206416964526452,-0.183076653752657,-20,-0.268252008464198,"[0,5)","[0,6)"
"ENSG00000127184","COX7C",41650.203419541,233,38871.3161075651,269,0.0714894063346387,0.590556080656831,36,0.482853615235557,"[0,5)","[0,6)"
"ENSG00000081189","MEF2C",16742.3819418763,2026,16585.8517004363,2008,0.00943757633114831,-0.353543998424861,-18,-0.241426807617778,"[0,5)","[0,6)"
"ENSG00000175471","MCTP1",12776.5912407653,2282,12539.169564875,2276,0.0189344018885773,-0.209052631139006,-6,-0.0804756025392595,"[0,5)","[0,6)"
"ENSG00000173221","GLRX",22776.0945392231,1405,20433.7926488096,1629,0.114628837175263,1.2469096493732,224,3.00442249479902,"[0,5)","[0,6)"
"ENSG00000145730","PAM",22986.3646353726,1381,22839.3794876342,1335,0.00643560162472968,-0.39921814788301,-46,-0.616979619467656,"[0,5)","[0,6)"
"ENSG00000198961","PJA2",31759.1906910787,566,31599.6265882383,523,0.00504955659507173,-0.420306409454623,-43,-0.576741818198026,"[0,5)","[0,6)"
"ENSG00000164209","SLC25A46",18484.7742703432,1877,18406.835723916,1846,0.00423421752637325,-0.43271155011193,-31,-0.415790613119507,"[0,5)","[0,6)"
"ENSG00000152495","CAMK4",18689.1916136448,1855,18392.5869126173,1849,0.0161263177625128,-0.251776793268253,-6,-0.0804756025392595,"[0,5)","[0,6)"
"ENSG00000134986","NREP",17918.5416453558,1931,17767.8169429491,1915,0.00848301751929416,-0.36806732593525,-16,-0.214601606771359,"[0,5)","[0,6)"
"ENSG00000134982","APC",26992.9502840078,917,26271.9503576265,929,0.0274437153148796,-0.0795859662839807,12,0.160951205078519,"[0,5)","[0,6)"
"ENSG00000129625","REEP5",31327.9886889317,590,31242.2833754593,546,0.00274324742665159,-0.455396215318041,-44,-0.590154418621236,"[0,5)","[0,6)"
"ENSG00000152503","TRIM36",16133.5906797484,2076,15989.7042597386,2056,0.00899869176268038,-0.360221496183993,-20,-0.268252008464198,"[0,5)","[0,6)"
"ENSG00000177879","AP3S1",23220.9355131101,1342,23095.9704516275,1301,0.00541068675786303,-0.414811921778258,-41,-0.549916617351606,"[0,5)","[0,6)"
"ENSG00000133835","HSD17B4",20066.8601357779,1713,19462.8270501612,1733,0.0310352182681364,-0.024942320447893,20,0.268252008464198,"[0,5)","[0,6)"
"ENSG00000064651","SLC12A2",25205.9170975699,1081,23107.4563444166,1300,0.0908131436829655,0.884560978782849,219,2.93735949268297,"[0,5)","[0,6)"
"ENSG00000169567","HINT1",46895.3663100705,158,42806.5660168562,183,0.0955180635513773,0.956144930772513,25,0.335315010580248,"[0,5)","[0,6)"
"ENSG00000158985","CDC42SE2",21599.9437503546,1543,21588.3593682012,1492,0.000536603173768546,-0.48896964922861,-51,-0.684042621583706,"[0,5)","[0,6)"
"ENSG00000164398","ACSL6",22554.665699343,1435,22463.613326269,1383,0.00405332711846165,-0.435463743695985,-52,-0.697455222006915,"[0,5)","[0,6)"
"ENSG00000131437","KIF3A",23596.5661145258,1296,23462.7126127154,1254,0.00570494571620251,-0.410334859525249,-42,-0.563329217774816,"[0,5)","[0,6)"
"ENSG00000164402","SEPTIN8",37280.8510982969,342,34069.8884405349,412,0.094246350802302,0.936796200736612,70,0.938882029624694,"[0,5)","[0,6)"
"ENSG00000198944","SOWAHA",20162.5925531169,1703,19779.2086038942,1697,0.0193831794234298,-0.202224614848101,-6,-0.0804756025392595,"[0,5)","[0,6)"
"ENSG00000164405","UQCRQ",39222.5373337149,289,36942.0842378516,312,0.0617304936337814,0.442077135682726,23,0.308489809733828,"[0,5)","[0,6)"
"ENSG00000213585","VDAC1",30351.6996332434,661,30226.1473982411,610,0.00415376241464347,-0.433935650631486,-51,-0.684042621583706,"[0,5)","[0,6)"
"ENSG00000113558","SKP1",39121.2645306443,295,37809.3447788658,295,0.0346982937538727,0.0307902801147545,0,0,"[0,5)","[0,6)"
"ENSG00000113575","PPP2CA",27866.3470598275,841,27706.8800190796,795,0.00575550334927926,-0.409565640222881,-46,-0.616979619467656,"[0,5)","[0,6)"
"ENSG00000119048","UBE2B",23530.4693507552,1305,23475.8468975811,1253,0.00232675112477737,-0.461733082280942,-52,-0.697455222006915,"[0,5)","[0,6)"
"ENSG00000164615","CAMLG",21185.3793433843,1592,20654.5891252675,1600,0.0256984157320962,-0.106140178690518,8,0.107300803385679,"[0,5)","[0,6)"
"ENSG00000145824","CXCL14",32596.1158675389,524,32343.2940479933,486,0.00781682345559588,-0.378203269841915,-38,-0.509678816081977,"[0,5)","[0,6)"
"ENSG00000152377","SPOCK1",37440.6598515494,339,35208.8015119818,369,0.0633892164380573,0.46731410823621,30,0.402378012696297,"[0,5)","[0,6)"
"ENSG00000177733","HNRNPA0",20769.4994967364,1636,20674.3157741065,1599,0.00460395998928959,-0.427086028858818,-37,-0.496266215658767,"[0,5)","[0,6)"
"ENSG00000132563","REEP2",22590.9701811839,1427,22545.9719180134,1371,0.00199584490453938,-0.466767721689284,-56,-0.751105623699755,"[0,5)","[0,6)"
"ENSG00000120738","EGR1",23243.6183399753,1337,19177.9259761257,1774,0.211998542955629,2.72836067059585,437,5.86130638494273,"[0,5)","[0,6)"
"ENSG00000113013","HSPA9",25325.3423993179,1068,25281.6105124504,1025,0.00172979038838997,-0.470815661769739,-43,-0.576741818198026,"[0,5)","[0,6)"
"ENSG00000044115","CTNNA1",23859.0947496253,1264,23041.3187895347,1307,0.0354917167528608,0.0428619743105232,43,0.576741818198026,"[0,5)","[0,6)"
"ENSG00000120727","PAIP2",25423.7828177664,1063,24987.4561247396,1056,0.0174618292814082,-0.231457383985195,-7,-0.0938882029624694,"[0,5)","[0,6)"
"ENSG00000131508","UBE2D2",22346.1550817617,1463,22170.3962755979,1416,0.00792763485050026,-0.376517307531271,-47,-0.630392219890866,"[0,5)","[0,6)"
"ENSG00000171604","CXXC5",25181.0909343005,1089,24883.3922924781,1069,0.0119637482833209,-0.315109045907169,-20,-0.268252008464198,"[0,5)","[0,6)"
"ENSG00000120306","CYSTM1",22697.1378350977,1412,22613.8494638493,1366,0.00368306914669871,-0.441097108262387,-46,-0.616979619467656,"[0,5)","[0,6)"
"ENSG00000131495","NDUFA2",28886.3682468753,764,28671.3855368987,724,0.00749816257396715,-0.383051600076962,-40,-0.536504016928396,"[0,5)","[0,6)"
"ENSG00000146007","ZMAT2",20423.4631715072,1671,20372.1572036322,1634,0.0025184356944691,-0.45881665874606,-37,-0.496266215658767,"[0,5)","[0,6)"
"ENSG00000131507","NDFIP1",38707.9637159319,306,38369.2397475148,283,0.0088280083380863,-0.362818393562332,-23,-0.308489809733828,"[0,5)","[0,6)"
"ENSG00000113578","FGF1",31244.0726294445,594,29266.404164306,686,0.0675746994415704,0.530994983310959,92,1.23395923893531,"[0,5)","[0,6)"
"ENSG00000183775","KCTD16",16119.3923128951,2077,14902.1179289513,2138,0.0816846564862407,0.745673769753891,61,0.818168625815805,"[0,5)","[0,6)"
"ENSG00000156475","PPP2R2B",20979.3478842544,1609,20776.326595624,1582,0.00977176055141411,-0.348459485224154,-27,-0.362140211426668,"[0,5)","[0,6)"
"ENSG00000113712","CSNK1A1",22936.3335141874,1387,22906.9267005887,1326,0.00128375202762889,-0.477602002344132,-61,-0.818168625815805,"[0,5)","[0,6)"
"ENSG00000070808","CAMK2A",40966.8684360465,254,36688.7645853775,315,0.116605284997088,1.27698071326899,61,0.818168625815805,"[0,5)","[0,6)"
"ENSG00000019582","CD74",43214.6822628353,208,42596.0202718943,184,0.0145239387856445,-0.276156511299052,-24,-0.321902410157038,"[0,5)","[0,6)"
"ENSG00000164587","RPS14",41613.2080056594,234,40840.9319200842,214,0.0189093649255202,-0.209433561061635,-20,-0.268252008464198,"[0,5)","[0,6)"
"ENSG00000171992","SYNPO",20168.3315627826,1702,19344.6391088789,1752,0.0425798821713667,0.150706296255244,50,0.670630021160496,"[0,5)","[0,6)"
"ENSG00000197043","ANXA6",26112.1030410501,999,25956.1404275285,959,0.00600869817132831,-0.405713356551212,-40,-0.536504016928396,"[0,5)","[0,6)"
"ENSG00000113140","SPARC",62805.3598040956,73,60292.061503182,66,0.041685393371082,0.137096916047778,-7,-0.0938882029624694,"[0,5)","[0,6)"
"ENSG00000177556","ATOX1",28171.5907280925,822,27495.4516672573,813,0.0245909421317254,-0.122990059082961,-9,-0.120713403808889,"[0,5)","[0,6)"
"ENSG00000155511","GRIA1",30925.8409111039,619,28648.4056962738,725,0.0794960542996779,0.71237484049917,106,1.42173564486025,"[0,5)","[0,6)"
"ENSG00000155506","LARP1",23053.5197266067,1368,22989.3804120426,1315,0.00278995403157891,-0.454685588259934,-53,-0.710867822430125,"[0,5)","[0,6)"
"ENSG00000055163","CYFIP2",30954.8613136404,617,30316.4490380586,600,0.0210582801033326,-0.176738457803626,-17,-0.228014207194568,"[0,5)","[0,6)"
"ENSG00000145864","GABRB2",19739.8355191305,1749,19247.2502435805,1767,0.0255925012308853,-0.107751636224704,18,0.241426807617778,"[0,5)","[0,6)"
"ENSG00000022355","GABRA1",26066.0868695653,1005,24955.8191751866,1060,0.044489330788333,0.179757987239683,55,0.737693023276545,"[0,5)","[0,6)"
"ENSG00000113327","GABRG2",21301.5701389526,1578,21176.7670432251,1536,0.00589339701724688,-0.407467629208125,-42,-0.563329217774816,"[0,5)","[0,6)"
"ENSG00000145934","TENM2",13454.6445648627,2258,12668.4003486428,2273,0.0620634172098967,0.447142468558823,15,0.201189006348149,"[0,5)","[0,6)"
"ENSG00000188573","FBLL1",14655.2124925799,2182,14610.3219859011,2160,0.00307252001168404,-0.450386431181923,-22,-0.295077209310618,"[0,5)","[0,6)"
"ENSG00000181163","NPM1",25190.4759897415,1084,25088.7526389141,1044,0.00405453998815722,-0.435445290245451,-40,-0.536504016928396,"[0,5)","[0,6)"
"ENSG00000170091","NSG2",36929.759772818,354,35883.8993153882,348,0.0291456747283117,-0.0536911616227046,-6,-0.0804756025392595,"[0,5)","[0,6)"
"ENSG00000145920","CPLX2",45628.6175523328,173,41778.4544444955,199,0.0921566668521074,0.90500228293397,26,0.348727611003458,"[0,5)","[0,6)"
"ENSG00000051596","THOC3",16073.8587241262,2080,15379.1363085674,2111,0.0451730449369806,0.190160494011378,31,0.415790613119507,"[0,5)","[0,6)"
"ENSG00000122203","KIAA1191",19581.0246744222,1768,19543.2212106937,1724,0.00193435172845779,-0.46770332201563,-44,-0.590154418621236,"[0,5)","[0,6)"
"ENSG00000146066","HIGD2A",23331.1870366807,1331,23150.9511188481,1293,0.00778524894754055,-0.378683666561082,-38,-0.509678816081977,"[0,5)","[0,6)"
"ENSG00000175416","CLTB",26916.4127774818,922,26819.8751902114,874,0.00359947936318579,-0.442368901877829,-48,-0.643804820314076,"[0,5)","[0,6)"
"ENSG00000169258","GPRIN1",13567.8544303411,2250,13275.5952563867,2245,0.0220147698321671,-0.162185751967509,-5,-0.0670630021160496,"[0,5)","[0,6)"
"ENSG00000074317","SNCB",40016.2591415576,269,39787.7282654888,242,0.00574375281101601,-0.409744421156545,-27,-0.362140211426668,"[0,5)","[0,6)"
"ENSG00000113763","UNC5A",15279.6812314573,2143,14942.7461377033,2136,0.0225484051357761,-0.154066650044009,-7,-0.0938882029624694,"[0,5)","[0,6)"
"ENSG00000169230","PRELID1",19766.0939982257,1745,19639.0016049228,1711,0.00647142842898007,-0.398673053745994,-34,-0.456028414389137,"[0,5)","[0,6)"
"ENSG00000169220","RGS14",19074.1423639084,1817,18069.4675429707,1884,0.0556006876543779,0.348813966657982,67,0.898644228355064,"[0,5)","[0,6)"
"ENSG00000131188","PRR7",16085.7372950266,2079,15946.7945092735,2061,0.00871289748370831,-0.364569770866036,-18,-0.241426807617778,"[0,5)","[0,6)"
"ENSG00000113758","DBN1",15352.4425970852,2136,15087.4099457256,2132,0.0175664777660962,-0.229865188514664,-4,-0.0536504016928396,"[0,5)","[0,6)"
"ENSG00000145912","NHP2",26719.2018031789,941,26686.0037486019,888,0.0012440249536712,-0.47820643792102,-53,-0.710867822430125,"[0,5)","[0,6)"
"ENSG00000169045","HNRNPH1",23577.6810770963,1298,23240.9240307019,1281,0.0144898303505313,-0.276675460962356,-17,-0.228014207194568,"[0,5)","[0,6)"
"ENSG00000127022","CANX",30898.0273142005,621,30746.5722602565,576,0.00492591670583447,-0.422187553478901,-45,-0.603567019044446,"[0,5)","[0,6)"
"ENSG00000161011","SQSTM1",26629.4083492534,951,26403.3752894628,917,0.00856076381570884,-0.366884439232484,-34,-0.456028414389137,"[0,5)","[0,6)"
"ENSG00000113269","RNF130",23954.143819003,1250,23318.7520534496,1267,0.0272481033331877,-0.0825621442206232,17,0.228014207194568,"[0,5)","[0,6)"
"ENSG00000050748","MAPK9",21152.6688675622,1598,21083.2983459399,1554,0.00329030688102244,-0.447072868946067,-44,-0.590154418621236,"[0,5)","[0,6)"
"ENSG00000165810","BTNL9",12763.2450569336,2283,11950.3067737688,2292,0.0680265618744798,0.537869935405358,9,0.120713403808889,"[0,5)","[0,6)"
"ENSG00000204628","RACK1",30556.5208270244,643,30268.0691541409,606,0.00952990002152193,-0.352139321022471,-37,-0.496266215658767,"[0,5)","[0,6)"
"ENSG00000137267","TUBB2A",66906.6768443717,63,65495.2560589877,53,0.021549969727774,-0.169257546873318,-10,-0.134126004232099,"[0,5)","[0,6)"
"ENSG00000137285","TUBB2B",32606.5983969167,520,32521.9486835107,476,0.00260284874777373,-0.457532339326375,-44,-0.590154418621236,"[0,5)","[0,6)"
"ENSG00000124785","NRN1",30360.4346955626,659,28891.5864671701,706,0.0508399990447596,0.276381509910596,47,0.630392219890866,"[0,5)","[0,6)"
